station_id,ds,yhat,yhat_lower,yhat_upper
merged_TimeWVHT_data_41053,03-05,1.5416941602490928,1.2045984909953809,1.8532673332407408
merged_TimeWVHT_data_41053,03-06,1.5670099193851013,1.2761505502923707,1.8823944326208972
merged_TimeWVHT_data_41053,03-07,1.5622760336495174,1.2579518720282308,1.8845723943018327
merged_TimeWVHT_data_41053,03-08,1.546189486709601,1.2366714324543506,1.8527834781752215
merged_TimeWVHT_data_41053,03-09,1.5668181562848642,1.241079666660165,1.8960882899962637
merged_TimeWVHT_data_41053,03-10,1.5933053233797771,1.2840359622906004,1.893001001676731
merged_TimeWVHT_data_41053,03-11,1.6147187649567503,1.301256628219052,1.9342530102840492
merged_TimeWVHT_data_41053,03-12,1.6104013873716567,1.3018740884735693,1.9087653256843002
merged_TimeWVHT_data_41053,03-13,1.6314533429012423,1.337456765044792,1.9521634751615322
merged_TimeWVHT_data_41053,03-14,1.6203715571570754,1.3284419022616167,1.944129970710607
merged_TimeWVHT_data_41053,03-15,1.5959220763095563,1.29246337651502,1.9263175219187232
merged_TimeWVHT_data_41053,03-16,1.606291714958837,1.2860868704580237,1.917103788721765
merged_TimeWVHT_data_41053,03-17,1.6207902701339356,1.2992828136868189,1.9355128196282805
merged_TimeWVHT_data_41053,03-18,1.6286960842601181,1.3133879899800098,1.9342091845532554
merged_TimeWVHT_data_41053,03-19,1.6096019913685597,1.3172963997052942,1.9392454089230726
merged_TimeWVHT_data_41053,03-20,1.6148916974800156,1.3227573250825209,1.948887366819801
merged_TimeWVHT_data_41053,03-21,1.5873726604978327,1.2921524726683857,1.9018744698695025
merged_TimeWVHT_data_41053,03-22,1.5461410416837023,1.225154521082236,1.8393014950564635
merged_TimeWVHT_data_41053,03-23,1.5397253941817222,1.193191623123837,1.862959821836954
merged_TimeWVHT_data_41053,03-24,1.537780555476012,1.2344884467598574,1.86391841007928
merged_TimeWVHT_data_41053,03-25,1.529924739371228,1.220467136992456,1.8306267018046707
merged_TimeWVHT_data_41053,03-26,1.496077080519629,1.1672568883938386,1.823769450617055
merged_TimeWVHT_data_41053,03-27,1.48792590104143,1.143086456077797,1.8208166645958421
merged_TimeWVHT_data_41053,03-28,1.4485539773385279,1.1241369380222703,1.7739994944438842
merged_TimeWVHT_data_41053,03-29,1.3972965802365103,1.0818466612958373,1.7179159797386465
merged_TimeWVHT_data_41053,03-30,1.382879137780249,1.0743135551063687,1.7313805652794616
merged_TimeWVHT_data_41053,03-31,1.3751061491385956,1.0628742143182928,1.6752892308754552
merged_TimeWVHT_data_41053,04-01,1.3636944799782404,1.0352392331807345,1.6802197471320441
merged_TimeWVHT_data_41053,04-02,1.3286083964904944,1.011020589966983,1.6308918166896127
merged_TimeWVHT_data_41053,04-03,1.3215266781761137,1.0127633629081974,1.6633417812037448
merged_TimeWVHT_data_41053,04-04,1.2854681223489508,0.9781671878717149,1.5955391865796738
merged_TimeWVHT_data_41053,04-05,1.2396512115346916,0.911467212800212,1.5700158114444038
merged_TimeWVHT_data_41053,04-06,1.2326347541854652,0.9149585697287178,1.5355905548461652
merged_TimeWVHT_data_41053,04-07,1.2340110522145349,0.9041969852884333,1.5542843226006486
merged_TimeWVHT_data_41053,04-08,1.2332446165877582,0.8996371680425999,1.5279586644901324
merged_TimeWVHT_data_41053,04-09,1.2100136477008658,0.8960616322837136,1.509708316986955
merged_TimeWVHT_data_41053,04-10,1.2156844525609911,0.9095354429591656,1.5033675109627573
merged_TimeWVHT_data_41053,04-11,1.1929449204894367,0.8907502162203451,1.5183122574038173
merged_TimeWVHT_data_41053,04-12,1.1606726192529007,0.8508165534582193,1.4803988080441277
merged_TimeWVHT_data_41053,04-13,1.1670841003878194,0.854463301941439,1.5253628349237642
merged_TimeWVHT_data_41053,04-14,1.1814367391703882,0.8656334371289579,1.492542473291279
merged_TimeWVHT_data_41053,04-15,1.1928759022180897,0.8758224949189224,1.5050116218309564
merged_TimeWVHT_data_41053,04-16,1.1807844371929064,0.8636315645000193,1.5140487579075554
merged_TimeWVHT_data_41053,04-17,1.1962644464199095,0.8727165945477705,1.5232846854357693
merged_TimeWVHT_data_41053,04-18,1.181777273707247,0.8872265274961362,1.507217233435747
merged_TimeWVHT_data_41053,04-19,1.1560170968632157,0.8635279590667092,1.4792444967905338
merged_TimeWVHT_data_41053,04-20,1.167064572894546,0.8603448991180696,1.5016697178709375
merged_TimeWVHT_data_41053,04-21,1.1840917510374822,0.8317613429061664,1.4663319562081645
merged_TimeWVHT_data_41053,04-22,1.1962109707705788,0.8766516292790384,1.5117097398956776
merged_TimeWVHT_data_41053,04-23,1.1828246999295702,0.8893638565085175,1.4973487087811266
merged_TimeWVHT_data_41053,04-24,1.1951062728915414,0.8932660519286408,1.50625340580628
merged_TimeWVHT_data_41053,04-25,1.175637493748137,0.8585396485042897,1.5014187343156653
merged_TimeWVHT_data_41053,04-26,1.1432785690066052,0.8159844673537956,1.4660509860058444
merged_TimeWVHT_data_41053,04-27,1.1463169231834696,0.8288686490607442,1.4363765150097823
merged_TimeWVHT_data_41053,04-28,1.1541662501308902,0.8504377678130108,1.4561757803537332
merged_TimeWVHT_data_41053,04-29,1.1562086823402027,0.826953412091503,1.4927204601795327
merged_TimeWVHT_data_41053,04-30,1.1321372212020824,0.8190862848250047,1.450123794597009
merged_TimeWVHT_data_41053,05-01,1.1334285935273891,0.8203362772632704,1.4461708878483113
merged_TimeWVHT_data_41053,05-02,1.1029727163121181,0.783350921363738,1.4227874265997504
merged_TimeWVHT_data_41053,05-03,1.0599344570098241,0.7147840531865427,1.3410614960498681
merged_TimeWVHT_data_41053,05-04,1.0528944648470464,0.6971050236272912,1.3709293281487058
merged_TimeWVHT_data_41053,05-05,1.0515406414721695,0.7408834800692667,1.3602567044299563
merged_TimeWVHT_data_41053,05-06,1.0455033359344412,0.7438753984954602,1.34552943641268
merged_TimeWVHT_data_41053,05-07,1.0146915914490509,0.676467520178344,1.312638096745889
merged_TimeWVHT_data_41053,05-08,1.0107607703852757,0.6899655180644501,1.2971950710061526
merged_TimeWVHT_data_41053,05-09,0.9767378728849515,0.71682874301036,1.3261366382388993
merged_TimeWVHT_data_41053,05-10,0.931880338500422,0.6090749787076624,1.2462716902978714
merged_TimeWVHT_data_41053,05-11,0.9248151745435305,0.6206497181201949,1.2389567381202877
merged_TimeWVHT_data_41053,05-12,0.925230011914929,0.5963579983196458,1.2182989591404223
merged_TimeWVHT_data_41053,05-13,0.9227091695244113,0.6478047811929007,1.2263092727355636
merged_TimeWVHT_data_41053,05-14,0.8970720148598736,0.5723593481878274,1.2082764942534723
merged_TimeWVHT_data_41053,05-15,0.8998438726062625,0.6075854796307488,1.262583098408514
merged_TimeWVHT_data_41053,05-16,0.873885689895089,0.5631509389672507,1.190433721926509
merged_TimeWVHT_data_41053,05-17,0.838258111730094,0.548338059363504,1.1871922354777769
merged_TimeWVHT_data_41053,05-18,0.8413666494899192,0.48991325579385764,1.148396788985624
merged_TimeWVHT_data_41053,05-19,0.8526593623084894,0.5263226444668117,1.1582159115983577
merged_TimeWVHT_data_41053,05-20,0.8614699366320385,0.5284749565268128,1.1695811806008665
merged_TimeWVHT_data_41053,05-21,0.847363246564186,0.4795457126147555,1.147242960353883
merged_TimeWVHT_data_41053,05-22,0.8616134387860223,0.5355414720848165,1.1744709929521464
merged_TimeWVHT_data_41053,05-23,0.8468405453579011,0.5159729338881525,1.1427076321609368
merged_TimeWVHT_data_41053,05-24,0.8218810814164261,0.5032979468500915,1.1666502621161592
merged_TimeWVHT_data_41053,05-25,0.8349391284868839,0.5108120231613942,1.1332212135499447
merged_TimeWVHT_data_41053,05-26,0.8552891605588807,0.5660392765911378,1.1806206693565717
merged_TimeWVHT_data_41053,05-27,0.8721233596565392,0.5590621790003313,1.2004591891318086
merged_TimeWVHT_data_41053,05-28,0.8649003928898462,0.5506522862964421,1.1907080423298722
merged_TimeWVHT_data_41053,05-29,0.8848256150933724,0.5628592597248114,1.2257225423513323
merged_TimeWVHT_data_41053,05-30,0.8744886537160892,0.5394145283417637,1.1825090172715171
merged_TimeWVHT_data_41053,05-31,0.8527338204784334,0.5464548564434741,1.1742535649545784
merged_TimeWVHT_data_41053,06-01,0.8678098722774296,0.5278494113309525,1.1759614617096958
merged_TimeWVHT_data_41053,06-02,0.8890704335933575,0.5519691001815545,1.2333164403173285
merged_TimeWVHT_data_41053,06-03,0.9058179137197633,0.5977621097065379,1.198028067371893
merged_TimeWVHT_data_41053,06-04,0.8976480060697283,0.5984455546811644,1.2054906415497737
merged_TimeWVHT_data_41053,06-05,0.915924873992535,0.5845574393996575,1.2006168031718596
merged_TimeWVHT_data_41053,06-06,0.9034131408020156,0.5838132112089708,1.2162208445526288
merged_TimeWVHT_data_41053,06-07,0.8791423053431315,0.6046445677109826,1.197652745868853
merged_TimeWVHT_data_41053,06-08,0.8915502927773586,0.6125955537659885,1.2215744173666947
merged_TimeWVHT_data_41053,06-09,0.9101776447702965,0.5891347712691025,1.2216931315531894
merged_TimeWVHT_data_41053,06-10,0.9245053732766826,0.6219383469250193,1.2648414868012428
merged_TimeWVHT_data_41053,06-11,0.914293749278156,0.6172783435059584,1.2328024831640982
merged_TimeWVHT_data_41053,06-12,0.9310523027447617,0.6163358132468204,1.2602536820957333
merged_TimeWVHT_data_41053,06-13,0.9176673059840414,0.5884155961571699,1.232939916264768
merged_TimeWVHT_data_41053,06-14,0.8932624942375809,0.5800252948805235,1.2138410198106342
merged_TimeWVHT_data_41053,06-15,0.9063398399142506,0.6000748448598563,1.2053670484385346
merged_TimeWVHT_data_41053,06-16,0.926471962436674,0.5895093738712468,1.211722896558739
merged_TimeWVHT_data_41053,06-17,0.9431392445544593,0.6352206786451612,1.2637518197781483
merged_TimeWVHT_data_41053,06-18,0.9360689407297185,0.6114437349725861,1.2587518802049495
merged_TimeWVHT_data_41053,06-19,0.9567065354248292,0.6269888294122717,1.2638317823130354
merged_TimeWVHT_data_41053,06-20,0.9478455730154287,0.6608700293965742,1.2540596024143773
merged_TimeWVHT_data_41053,06-21,0.9284916324187866,0.6070621796333036,1.2763520577011733
merged_TimeWVHT_data_41053,06-22,0.9470071543088597,0.6485713233888745,1.268130859706134
merged_TimeWVHT_data_41053,06-23,0.9728085700413754,0.667858711311337,1.342391078809016
merged_TimeWVHT_data_41053,06-24,0.9952086501084458,0.6646470262197443,1.2971246040631796
merged_TimeWVHT_data_41053,06-25,0.9937611892730733,0.6615421735615561,1.2971976312490916
merged_TimeWVHT_data_41053,06-26,1.0197381075493168,0.6682408322312766,1.321750593240398
merged_TimeWVHT_data_41053,06-27,1.0157650054218115,0.7011110583157366,1.3226153169900712
merged_TimeWVHT_data_41053,06-28,1.0006906640514635,0.7036635613300354,1.29932590228649
merged_TimeWVHT_data_41053,06-29,1.0227370226324102,0.718369032626451,1.3367780835513923
merged_TimeWVHT_data_41053,06-30,1.0512009183757345,0.7298910938959505,1.3608855535913127
merged_TimeWVHT_data_41053,07-01,1.075300360427329,0.7636488127034693,1.3599152526515346
merged_TimeWVHT_data_41053,07-02,1.0745223300343887,0.7404333559237829,1.393642649622276
merged_TimeWVHT_data_41053,07-03,1.1001020868582725,0.7974015187050035,1.4426308201654139
merged_TimeWVHT_data_41053,07-04,1.0946599492342166,0.7878332492857096,1.4534475210805364
merged_TimeWVHT_data_41053,07-05,1.0770709994465675,0.7565058794221627,1.3820602881867436
merged_TimeWVHT_data_41053,07-06,1.0956142387130743,0.7812184410827018,1.3972943979688204
merged_TimeWVHT_data_41053,07-07,1.119672502394752,0.7899250018934808,1.4636042145929353
merged_TimeWVHT_data_41053,07-08,1.1385759636096635,0.8477301824263285,1.484468583961446
merged_TimeWVHT_data_41053,07-09,1.1319463045904776,0.8608169406769579,1.4542100854209175
merged_TimeWVHT_data_41053,07-10,1.1511716502697185,0.8454580162799801,1.4676413422415944
merged_TimeWVHT_data_41053,07-11,1.1390383705778093,0.8344536451689384,1.4356429081603417
merged_TimeWVHT_data_41053,07-12,1.11459536110016,0.8041090846822966,1.462398124030278
merged_TimeWVHT_data_41053,07-13,1.1262975004052045,0.7902363902716728,1.4191307932428796
merged_TimeWVHT_data_41053,07-14,1.1436997779012088,0.8217736102083706,1.4586631714680787
merged_TimeWVHT_data_41053,07-15,1.1562951077946741,0.8439956707060579,1.4579768623880125
merged_TimeWVHT_data_41053,07-16,1.1438530941346257,0.8278677564877565,1.4471998117405194
merged_TimeWVHT_data_41053,07-17,1.15789001951107,0.8807475763227763,1.4890458325624525
merged_TimeWVHT_data_41053,07-18,1.1412963288231128,0.8318333110998357,1.4526415069139456
merged_TimeWVHT_data_41053,07-19,1.1131973642890953,0.7615461414533291,1.4329005085895095
merged_TimeWVHT_data_41053,07-20,1.1220941734182583,0.8207971587519205,1.4406793573807668
merged_TimeWVHT_data_41053,07-21,1.137555980048106,0.8132348360864751,1.4646785627628585
merged_TimeWVHT_data_41053,07-22,1.1490573998449891,0.8046869868386436,1.469391052426506
merged_TimeWVHT_data_41053,07-23,1.1363176983181191,0.8162494215193071,1.46900995476606
merged_TimeWVHT_data_41053,07-24,1.1507723628422935,0.832477498047058,1.4625681529014596
merged_TimeWVHT_data_41053,07-25,1.135203224555195,0.795107687182502,1.43020647410925
merged_TimeWVHT_data_41053,07-26,1.1086028169711297,0.7989129250201936,1.43137696831149
merged_TimeWVHT_data_41053,07-27,1.1193196916623296,0.8050544506284724,1.4596863338049508
merged_TimeWVHT_data_41053,07-28,1.136756150420583,0.8349317637360649,1.4524242029624774
merged_TimeWVHT_data_41053,07-29,1.150211318932034,0.8320727040133754,1.4903010319888743
merged_TimeWVHT_data_41053,07-30,1.1392266824304016,0.8035592645008517,1.430978994760119
merged_TimeWVHT_data_41053,07-31,1.1550641611656836,0.8223598436743333,1.444973787607582
merged_TimeWVHT_data_41053,08-01,1.1403427575165634,0.8363748200751032,1.4541884768427313
merged_TimeWVHT_data_41053,08-02,1.1139092532393717,0.8038706617664191,1.4644922756917196
merged_TimeWVHT_data_41053,08-03,1.1239894708139446,0.8008090888916318,1.4354529490175707
merged_TimeWVHT_data_41053,08-04,1.1398913601615086,0.8261827282613304,1.4429693143012354
merged_TimeWVHT_data_41053,08-05,1.1508526520016593,0.8389913455915784,1.475280901405295
merged_TimeWVHT_data_41053,08-06,1.1363900346859652,0.8389732138890169,1.4686911489049082
merged_TimeWVHT_data_41053,08-07,1.1477797941148309,0.8021292523491403,1.4623449241007516
merged_TimeWVHT_data_41053,08-08,1.127695840276889,0.8158203406128423,1.4184570301681787
merged_TimeWVHT_data_41053,08-09,1.0950805243048003,0.7910639844613425,1.406978586333463
merged_TimeWVHT_data_41053,08-10,1.0982947218798849,0.7937185579287879,1.4350344696132868
merged_TimeWVHT_data_41053,08-11,1.1068184443643392,0.8265527309016887,1.4280910544597036
merged_TimeWVHT_data_41053,08-12,1.1100947579088254,0.7698359949393472,1.423703088675338
merged_TimeWVHT_data_41053,08-13,1.0878740447645705,0.7833946542988987,1.4065947058779429
merged_TimeWVHT_data_41053,08-14,1.0916886605963672,0.7940739683174727,1.4239153956103279
merged_TimeWVHT_data_41053,08-15,1.0644840596286478,0.7536330421910945,1.3899309974983967
merged_TimeWVHT_data_41053,08-16,1.0254819701834517,0.7016099562628566,1.3566899986745549
merged_TimeWVHT_data_41053,08-17,1.0233223008261403,0.7211816321529528,1.351742095220634
merged_TimeWVHT_data_41053,08-18,1.0277552631176938,0.7133064716381607,1.356967855787108
merged_TimeWVHT_data_41053,08-19,1.0284767299690323,0.6946853249947539,1.3471188005645027
merged_TimeWVHT_data_41053,08-20,1.00546411006632,0.6740760188862429,1.3154517509633339
merged_TimeWVHT_data_41053,08-21,1.0104430389780221,0.6970280444148033,1.3423824313600268
merged_TimeWVHT_data_41053,08-22,0.9865111991270609,0.631846481142091,1.2799346178748814
merged_TimeWVHT_data_41053,08-23,0.9529950781221237,0.6395838734217708,1.2398002407832907
merged_TimeWVHT_data_41053,08-24,0.9585865525168278,0.6592134456302466,1.2805188324581325
merged_TimeWVHT_data_41053,08-25,0.973030963585227,0.6780318565587348,1.309372681130761
merged_TimeWVHT_data_41053,08-26,0.9859598529002229,0.6732054738952862,1.3144280959085095
merged_TimeWVHT_data_41053,08-27,0.9772257504721549,0.660416879176591,1.3067798516083544
merged_TimeWVHT_data_41053,08-28,0.9983693881008584,0.6914289203462314,1.3537930576911965
merged_TimeWVHT_data_41053,08-29,0.9922456792483949,0.695201456479934,1.3161054316404306
merged_TimeWVHT_data_41053,08-30,0.9778842596328454,0.635585227239508,1.2955573744493936
merged_TimeWVHT_data_41053,08-31,1.0036314156086352,0.7005468155258723,1.3114431485430769
merged_TimeWVHT_data_41053,09-01,1.0388449631606367,0.6945241628857626,1.3451326905542627
merged_TimeWVHT_data_41053,09-02,1.072735099946141,0.7501658352910463,1.396269731757437
merged_TimeWVHT_data_41053,09-03,1.0847084395481061,0.7438070865008382,1.370170636573117
merged_TimeWVHT_data_41053,09-04,1.1258453831800317,0.811336740645914,1.440299762290322
merged_TimeWVHT_data_41053,09-05,1.1385369243425145,0.8231762966088946,1.4583507168993637
merged_TimeWVHT_data_41053,09-06,1.1413564126677964,0.8336705572000184,1.4555212997981624
merged_TimeWVHT_data_41053,09-07,1.182212820823033,0.8719126239533024,1.5167510663139552
merged_TimeWVHT_data_41053,09-08,1.230056786274042,0.9289110606761074,1.5405377101142015
merged_TimeWVHT_data_41053,09-09,1.273732159189425,0.9636517925265685,1.5656916181859808
merged_TimeWVHT_data_41053,09-10,1.2923299821292427,0.9704949771144994,1.6151760519645266
merged_TimeWVHT_data_41053,09-11,1.3366747885179677,1.0231226065052623,1.6443472123975937
merged_TimeWVHT_data_41053,09-12,1.3489690697392505,1.0384361970421447,1.6727728353512472
merged_TimeWVHT_data_41053,09-13,1.347671220751796,1.0214202831829364,1.6709084495815916
merged_TimeWVHT_data_41053,09-14,1.380653327115515,1.077747593609407,1.671232171586012
merged_TimeWVHT_data_41053,09-15,1.4169099247275216,1.1092223569241504,1.7567420700163194
merged_TimeWVHT_data_41053,09-16,1.4454103676096453,1.1259213687015177,1.7190935295472891
merged_TimeWVHT_data_41053,09-17,1.4454516809412892,1.1231088069151527,1.7594118752111678
merged_TimeWVHT_data_41053,09-18,1.4681417870661126,1.154083221221458,1.7702793717688463
merged_TimeWVHT_data_41053,09-19,1.4560390045997746,1.1407811732123607,1.7728445790185374
merged_TimeWVHT_data_41053,09-20,1.4280232294745472,1.1544768289443064,1.7688914942516114
merged_TimeWVHT_data_41053,09-21,1.4324453061844753,1.0882322760317118,1.7475199626239504
merged_TimeWVHT_data_41053,09-22,1.4388259088902147,1.1053572902821274,1.7589794769556761
merged_TimeWVHT_data_41053,09-23,1.4366967944853721,1.1184303862468734,1.7232085810658482
merged_TimeWVHT_data_41053,09-24,1.4059415643494015,1.0920118241963732,1.7037584223512416
merged_TimeWVHT_data_41053,09-25,1.398266108321967,1.068610256461382,1.7012894573782928
merged_TimeWVHT_data_41053,09-26,1.3568249358861746,1.0603352349310255,1.658870796090021
merged_TimeWVHT_data_41053,09-27,1.3010791195905298,0.9453504799576183,1.5846054380485102
merged_TimeWVHT_data_41053,09-28,1.2799326784451248,0.9864801497321268,1.6097255408084514
merged_TimeWVHT_data_41053,09-29,1.2634190355642057,0.9161164920848546,1.5958256611145878
merged_TimeWVHT_data_41053,09-30,1.241530713872448,0.9346707584579756,1.5837233411032863
merged_TimeWVHT_data_41053,10-01,1.1945496877217876,0.8973825150141188,1.539650542628324
merged_TimeWVHT_data_41053,10-02,1.1745088173066798,0.8664426235756948,1.4960062919987303
merged_TimeWVHT_data_41053,10-03,1.1248107899990587,0.8165193300277147,1.4273339678220869
merged_TimeWVHT_data_41053,10-04,1.065080472989914,0.7271095708426711,1.3901932948608782
merged_TimeWVHT_data_41053,10-05,1.044297640025022,0.7262268118303602,1.3396052552372242
merged_TimeWVHT_data_41053,10-06,1.0324817938852895,0.7168632438421145,1.3375472457185498
merged_TimeWVHT_data_41053,10-07,1.0195222859959037,0.7513999038691294,1.3499410460426289
merged_TimeWVHT_data_41053,10-08,0.9855111379291835,0.6855151973081774,1.2949659592866398
merged_TimeWVHT_data_41053,10-09,0.9822089284186182,0.6627141623562629,1.2973792605563452
merged_TimeWVHT_data_41053,10-10,0.9526700583117331,0.6231415778216833,1.2497709856179855
merged_TimeWVHT_data_41053,10-11,0.9161031407228886,0.6193798248431848,1.2183457501528083
merged_TimeWVHT_data_41053,10-12,0.9210132807718918,0.594631561729529,1.195351513357383
merged_TimeWVHT_data_41053,10-13,0.9368977320765055,0.5651252111152462,1.2148437779653007
merged_TimeWVHT_data_41053,10-14,0.9530878669095966,0.6083921521919456,1.2579939008559597
merged_TimeWVHT_data_41053,10-15,0.9490945771423842,0.6394626099344451,1.2480498692498387
merged_TimeWVHT_data_41053,10-16,0.9760871661611635,0.6548906684840966,1.2699831815330096
merged_TimeWVHT_data_41053,10-17,0.9765317326805514,0.6417848460434061,1.2757722586240396
merged_TimeWVHT_data_41053,10-18,0.9690644820184451,0.6753626558446996,1.2744511822535771
merged_TimeWVHT_data_41053,10-19,1.0016464251367747,0.7085193665254449,1.3615336598991492
merged_TimeWVHT_data_41053,10-20,1.0432706636969797,0.7478753793737711,1.3472148226279952
merged_TimeWVHT_data_41053,10-21,1.0828149313671558,0.7552208319252104,1.3952093220588406
merged_TimeWVHT_data_41053,10-22,1.0993962705260183,0.7838213120155733,1.4106619300993872
merged_TimeWVHT_data_41053,10-23,1.1438577009019126,0.8275542926533135,1.4504736907690772
merged_TimeWVHT_data_41053,10-24,1.1584127164569729,0.8444178043255998,1.452710123036987
merged_TimeWVHT_data_41053,10-25,1.1615229241330074,0.8396085606170675,1.5015268122079275
merged_TimeWVHT_data_41053,10-26,1.2010552079950139,0.875624725039246,1.529389904596393
merged_TimeWVHT_data_41053,10-27,1.245989586726912,0.9334743988090505,1.5427608747845851
